date,Ridership,weather,day temp,night temp,barclays-center_event_occurred,beacon-theatre_event_occurred,blue-note-jazz-club_event_occurred,brooklyn-bowl_event_occurred,carnegie-hall_event_occurred,city-winery-the-loft_event_occurred,total_comedy,total_events,total_film-screenings,forest-hills-stadium_event_occurred,irving-plaza_event_occurred,kings-theatre_event_occurred,lincoln-center_event_occurred,madison-square-garden_event_occurred,mercury-lounge_event_occurred,metlife-stadium_event_occurred,total_music,palladium-times-square_event_occurred,radio-city-music-hall_event_occurred,sony-hall_event_occurred,terminal-5_event_occurred,the-bowery-ballroom_event_occurred,the-town-hall_event_occurred,yankee-stadium_event_occurred
2/26/22,1824833,Broken clouds,34,27,1,0,1,1,0,1,24,134,15,0,1,1,0,1,0,0,25,0,1,1,1,1,0,0
2/27/22,1403227,Clear sky,43,32,0,0,1,1,1,0,12,91,14,0,0,1,0,1,0,0,52,0,1,0,0,1,0,0
2/28/22,2915786,Clear sky,32,34,1,0,1,0,1,0,9,55,7,0,0,0,0,0,0,0,28,0,0,1,0,0,0,0
3/1/22,3138181,Drizzle,43,30,1,0,1,0,0,1,6,65,13,0,0,0,0,1,0,0,40,0,0,1,0,0,0,0
3/2/22,3208166,Clear sky,48,45,1,0,1,1,1,1,10,76,8,0,1,0,1,1,0,0,50,0,0,0,0,1,1,0
3/3/22,3207495,Partly cloudy,41,45,1,0,1,1,1,1,11,90,1,0,1,0,0,0,0,0,45,0,0,1,1,1,0,0
3/4/22,3077537,Few clouds,34,25,0,0,1,1,1,0,14,126,3,0,1,0,0,1,0,0,80,1,0,1,1,1,0,0
3/5/22,1955535,Overcast clouds,43,32,0,0,1,1,1,1,22,135,16,0,0,1,0,1,0,0,71,1,0,0,1,1,1,0
3/6/22,1444501,Heavy rain in places,59,46,0,0,1,1,1,1,12,91,16,0,1,0,0,1,0,0,56,0,0,1,0,1,0,0
3/7/22,2980920,Broken clouds,70,64,0,0,1,0,1,0,5,45,10,0,0,0,0,0,0,0,29,0,0,1,0,1,1,0
3/8/22,3244473,Broken clouds,46,50,1,0,1,0,1,0,4,68,12,0,0,0,0,0,0,0,48,0,0,1,0,1,1,0
3/9/22,3113559,Shower sleet,36,39,1,0,1,1,1,1,9,86,12,0,1,0,0,1,0,0,51,0,1,1,0,1,0,0
3/10/22,3339363,Overcast clouds,48,34,1,0,1,1,1,1,12,109,3,0,1,0,0,1,0,0,59,0,1,1,1,1,0,0
3/11/22,3195956,Clear sky,52,41,1,0,1,1,1,1,9,131,2,0,1,0,0,1,0,0,81,0,0,1,1,1,0,0
3/12/22,1663893,Heavy snow,32,45,1,0,1,1,1,1,18,163,17,0,1,1,0,1,0,0,85,1,1,1,1,1,1,0
3/13/22,1479406,Few clouds,36,25,1,0,1,1,1,1,11,109,17,0,1,0,0,1,0,0,53,1,0,1,1,1,0,0
3/14/22,3008800,Clear sky,54,34,1,0,1,0,1,1,7,55,12,0,1,0,0,1,0,0,33,0,0,1,0,1,0,0
3/15/22,3275906,Broken clouds,61,48,1,0,1,1,1,0,8,80,11,0,1,0,0,1,0,0,49,0,0,1,1,0,1,0
3/16/22,3332335,Clear sky,63,54,1,0,1,0,1,1,12,81,8,0,0,0,0,1,0,0,45,0,1,1,0,0,1,0
3/17/22,3175784,Heavy intensity rain,54,48,0,0,1,1,1,0,17,117,2,0,1,1,0,1,0,0,59,0,0,1,1,1,0,0
3/18/22,3275433,Clear sky,70,55,1,0,1,1,1,1,13,139,2,0,1,1,0,1,0,0,39,1,1,0,0,1,1,0
3/19/22,2001839,Broken clouds,64,52,1,0,1,1,1,1,24,156,14,0,1,1,0,0,0,0,82,1,0,0,0,1,1,0
3/20/22,1656673,Overcast clouds,57,59,1,0,1,1,1,1,8,103,12,0,1,1,0,1,0,0,58,0,0,1,0,1,0,0
3/21/22,3034759,Clear sky,61,46,1,0,0,0,1,1,7,43,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3/22/22,3276940,Broken clouds,55,50,0,0,1,0,1,1,12,83,13,0,1,0,0,1,0,0,53,0,0,1,1,1,1,0
3/23/22,3275708,Overcast clouds,48,43,0,0,1,1,1,1,16,89,8,0,0,0,0,0,0,0,46,0,0,1,1,1,1,0
3/24/22,3212181,Overcast clouds,52,43,1,0,1,1,1,1,20,148,3,0,1,1,0,1,0,0,88,0,1,0,1,1,1,0
3/25/22,3218970,Broken clouds,61,46,1,0,1,1,1,1,18,163,2,0,1,1,0,1,0,0,37,1,1,0,1,1,0,0
3/26/22,2024596,Heavy intensity rain,48,50,0,0,1,1,1,1,33,233,43,0,1,1,0,0,0,0,98,1,1,0,1,1,1,0
3/27/22,1534056,Overcast clouds,45,43,1,0,1,1,1,1,16,122,18,0,1,0,0,1,0,0,58,0,0,0,0,1,0,0
3/28/22,2989874,Broken clouds,30,28,0,0,0,0,1,0,12,80,12,0,0,0,0,1,0,0,28,0,0,0,0,1,1,0
3/29/22,3291883,Broken clouds,37,25,1,0,1,0,1,1,19,103,15,0,0,0,0,1,0,0,56,0,1,1,0,1,1,0
3/30/22,3336073,Overcast clouds,43,30,1,1,1,1,1,1,18,114,16,0,1,0,0,1,0,0,51,0,0,0,1,1,0,0
3/31/22,3323135,Overcast clouds,63,45,1,0,1,1,1,1,23,150,2,0,1,1,0,1,0,0,89,0,0,1,0,1,1,0
4/1/22,3237107,Partly cloudy,54,59,0,1,1,1,1,1,30,194,2,0,1,0,0,1,0,0,41,1,1,0,1,1,1,0
4/2/22,2128435,Few clouds,50,41,1,1,1,1,1,1,39,209,24,0,1,1,0,1,0,0,106,0,0,1,0,1,1,0
4/3/22,1463932,Light intensity drizzle,45,45,1,1,1,1,1,0,18,129,21,0,1,1,0,1,0,0,72,0,0,1,0,1,1,0
4/4/22,3127667,Overcast clouds,52,41,0,0,1,0,1,1,14,70,14,0,1,1,0,0,0,0,40,0,0,0,0,0,0,0
4/5/22,3356454,Overcast clouds,52,45,1,1,1,0,1,1,15,94,11,0,1,1,0,0,0,0,55,0,0,1,0,0,1,0
4/6/22,3311547,Light intensity drizzle,50,46,1,1,1,1,1,0,16,110,12,0,1,0,0,1,0,0,63,0,0,0,0,1,1,0
4/7/22,3307076,Heavy intensity rain,48,48,0,1,1,1,1,1,22,145,2,0,1,1,0,1,0,0,79,0,1,1,0,1,1,1
4/8/22,3347754,Clear sky,61,52,1,1,1,1,1,1,22,166,1,0,1,0,0,1,0,0,42,0,1,1,1,1,0,1
4/9/22,2190396,Few clouds,54,52,1,1,1,1,1,0,29,189,18,0,1,1,0,1,0,0,99,1,1,0,0,1,1,1
4/10/22,1707748,Broken clouds,48,46,1,0,1,1,1,1,15,130,17,0,1,1,0,1,0,0,71,0,0,1,0,1,0,1
4/11/22,3205728,Broken clouds,57,41,0,0,1,0,1,0,8,66,11,0,1,0,0,1,0,0,41,0,0,1,0,0,0,1
4/12/22,3078069,Few clouds,66,52,0,1,1,0,1,1,12,91,7,0,1,1,0,1,0,0,60,1,1,0,0,1,0,1
4/13/22,3220964,Partly cloudy,66,57,0,0,1,1,1,0,12,104,17,0,1,0,0,0,0,0,57,0,0,1,0,1,0,1
4/14/22,3297697,Broken clouds,79,63,0,1,1,1,1,1,17,129,0,0,1,0,0,0,0,0,81,0,1,1,0,1,0,0
4/15/22,2761532,Clear sky,66,57,0,0,1,1,1,0,21,148,0,0,1,1,0,0,0,0,45,0,0,1,1,1,0,0
4/16/22,1986306,Few clouds,66,57,0,1,1,1,1,1,36,176,25,0,1,1,0,1,0,0,83,1,1,0,0,1,0,0
4/17/22,1512633,Partly cloudy,48,46,0,0,1,1,1,1,11,78,12,0,0,0,0,0,0,0,46,0,0,1,0,0,0,0
4/18/22,2676254,Overcast clouds,50,41,0,0,1,0,1,1,13,72,12,0,1,0,0,0,0,0,38,0,1,0,0,1,0,0
4/19/22,2962130,Few clouds,52,43,0,0,1,0,1,1,18,50,18,0,1,0,0,1,0,0,57,0,1,1,0,0,0,0
4/20/22,3098046,Few clouds,57,41,0,1,1,1,1,1,33,180,16,0,1,0,0,1,0,0,80,0,0,1,1,1,1,0
4/21/22,3033422,Overcast clouds,57,48,1,0,1,1,1,1,30,155,2,0,0,0,0,1,0,0,80,0,0,1,1,1,1,0
4/22/22,2985684,Clear sky,66,54,0,1,1,1,1,1,37,205,5,0,1,0,0,1,0,0,53,1,0,1,1,0,1,0
4/23/22,2109188,Broken clouds,61,52,1,1,1,1,1,1,23,223,24,0,0,1,0,1,0,1,109,1,0,1,1,1,1,0
4/24/22,1655860,Few clouds,61,54,0,0,1,1,1,1,23,153,19,0,1,0,0,1,1,0,79,0,0,0,0,0,0,0
4/25/22,3026541,Broken clouds,59,48,1,0,1,0,1,0,13,66,11,0,0,0,0,0,1,0,38,0,0,0,0,0,0,0
4/26/22,3281657,Drizzle,61,54,0,1,1,0,1,1,16,101,16,0,0,0,0,1,1,0,59,0,1,1,0,1,0,0
4/27/22,3432282,Broken clouds,55,54,0,1,1,0,1,1,16,110,12,0,1,0,0,1,1,0,65,0,1,1,1,1,1,0
4/28/22,3404938,Clear sky,54,41,0,0,1,1,1,1,25,138,1,0,1,0,0,1,1,0,72,0,0,1,1,1,0,0
4/29/22,3257634,Clear sky,59,45,1,0,1,0,1,0,41,197,3,0,1,0,0,1,1,0,35,1,0,1,1,1,1,0
4/30/22,2108746,Clear sky,63,48,0,1,1,1,1,1,22,222,25,0,1,1,0,1,1,1,77,1,0,0,1,1,1,0
5/1/22,1683953,Broken clouds,66,50,0,0,1,1,1,1,17,136,21,0,1,0,0,0,1,0,77,0,0,1,1,1,0,0
5/2/22,2732825,Drizzle,55,55,0,0,1,0,1,0,8,74,13,0,1,0,0,0,1,0,47,0,0,1,0,1,1,0
5/3/22,3402882,Overcast clouds,63,52,0,0,1,0,1,1,16,94,11,0,1,0,0,0,1,0,49,0,0,1,1,1,0,0
5/4/22,3364902,Broken clouds,61,52,0,1,1,1,1,0,16,116,7,0,1,0,0,0,1,0,70,0,0,1,1,1,1,0
5/5/22,3502522,Broken clouds,70,59,0,0,1,1,1,0,19,131,0,0,1,0,0,0,1,0,66,0,0,1,0,1,0,0
5/6/22,3190556,Heavy intensity rain,55,59,1,0,1,1,1,1,20,180,1,0,1,1,0,1,1,0,75,1,0,1,1,1,1,0
5/7/22,1842808,Heavy intensity rain,48,50,1,1,1,1,1,1,20,233,23,0,1,1,0,0,1,0,74,1,1,0,0,1,1,0
5/8/22,1582133,Overcast clouds,57,45,0,0,1,1,1,1,19,138,15,0,1,0,0,0,1,0,80,0,1,1,1,0,0,0
5/9/22,3114506,Clear sky,66,48,0,0,1,0,1,1,12,94,23,0,1,0,0,0,1,0,51,0,0,0,1,1,1,0
5/10/22,3412902,Clear sky,68,52,0,0,1,0,1,1,14,100,8,0,1,0,0,0,1,0,55,1,0,1,1,1,0,0
5/11/22,3440378,Overcast clouds,70,55,0,0,1,0,1,1,15,127,27,0,1,1,0,0,1,0,51,0,0,0,1,0,1,0
5/12/22,3430104,Overcast clouds,70,61,0,0,1,1,1,1,25,153,0,0,1,1,0,0,1,0,71,0,0,1,1,1,1,0
5/13/22,3252002,Drizzle,70,61,1,0,1,1,1,0,27,179,1,0,1,1,0,1,1,0,93,1,0,1,1,0,1,0
5/14/22,2149046,Overcast clouds,70,63,0,1,1,1,1,0,17,203,23,1,1,1,0,1,1,0,101,1,0,0,1,1,1,0
5/15/22,1760359,Few clouds,77,61,1,0,1,1,1,1,18,136,20,0,1,1,0,0,1,0,71,0,0,0,0,1,0,0
5/16/22,3080043,Heavy rain in places,72,66,0,0,0,0,1,1,15,72,5,0,1,0,0,0,1,0,41,0,0,0,0,0,0,0
5/17/22,3536021,Few clouds,75,61,1,0,1,1,1,1,15,113,14,0,1,0,0,1,1,0,50,0,0,0,0,1,0,0
5/18/22,3605606,Broken clouds,70,59,0,1,1,1,1,1,22,137,4,0,1,0,0,0,1,0,78,0,0,0,1,1,0,0
5/19/22,3467327,Overcast clouds,64,59,0,0,1,1,1,1,14,162,3,0,1,0,0,0,1,0,71,0,0,0,0,0,1,0
5/20/22,3271914,Few clouds,72,59,1,1,1,1,1,1,53,268,0,0,1,0,0,1,1,0,79,1,0,0,0,1,1,0
5/21/22,2324245,Clear sky,88,64,0,1,1,1,1,1,9,241,22,1,1,1,0,0,1,0,113,1,1,1,0,1,1,0
5/22/22,1760638,Few clouds,86,75,1,0,1,1,1,1,19,159,13,0,1,0,0,0,1,0,89,0,0,0,1,1,0,0
5/23/22,3111755,Broken clouds,72,68,0,0,1,0,1,1,15,99,5,0,1,0,0,0,1,0,33,0,0,1,1,0,1,0
5/24/22,3378506,Overcast clouds,64,63,0,0,1,0,1,1,15,98,7,0,1,0,0,0,1,0,50,0,0,0,0,1,0,0
5/25/22,3426530,Broken clouds,66,55,0,0,1,1,1,1,15,119,9,0,1,0,0,0,1,0,52,0,1,0,0,1,0,0
5/26/22,3341059,Few clouds,66,55,0,0,1,0,1,1,26,130,3,0,1,0,0,1,1,0,46,0,0,0,0,1,0,0
5/27/22,3031130,Drizzle,75,64,0,0,1,1,1,1,15,179,0,0,1,0,0,0,1,0,44,0,1,1,0,1,0,0
5/28/22,1872775,Thunderstorm with rain,70,64,1,0,1,1,1,1,5,250,19,0,1,1,0,1,1,0,66,0,0,1,0,0,1,0
5/29/22,1755236,Broken clouds,73,64,0,0,1,1,1,1,29,183,3,0,1,0,0,0,1,1,77,0,0,0,0,1,0,0
5/30/22,1694970,Broken clouds,84,64,0,0,1,0,1,1,12,0,1,0,1,0,0,0,1,0,26,0,0,0,0,0,0,0
5/31/22,3176109,Few clouds,91,75,0,0,1,0,1,1,16,78,4,0,1,0,0,0,1,0,40,0,0,0,0,0,0,0
6/1/22,3381297,Broken clouds,72,68,1,0,1,0,1,1,12,100,2,0,0,0,0,0,1,0,63,0,0,1,0,1,0,0
6/2/22,3351902,Light rain,77,63,0,1,1,0,1,1,21,113,0,0,1,1,0,0,1,0,65,1,0,1,0,1,1,0
6/3/22,3283271,Broken clouds,75,66,1,1,1,1,1,1,24,165,1,1,0,0,1,0,1,0,73,1,0,1,1,1,1,0
6/4/22,2178024,Few clouds,79,66,0,1,1,1,1,0,37,197,14,1,1,0,1,0,1,1,87,0,0,1,0,1,1,0
6/5/22,1724983,Few clouds,75,63,1,0,1,1,1,1,15,110,0,0,0,0,1,0,1,1,24,0,0,0,0,0,0,0
6/6/22,3092181,Clear sky,79,64,0,1,1,0,1,0,12,61,7,0,0,0,0,0,1,0,36,0,0,1,0,0,0,0
6/7/22,3392224,Broken clouds,75,66,1,1,1,0,1,1,16,101,5,0,1,0,0,0,1,0,50,0,0,1,1,1,0,0
6/8/22,3492805,Broken clouds,81,68,0,1,1,1,1,1,15,121,4,0,0,0,0,0,1,0,69,0,0,1,1,1,0,0
6/9/22,3297157,Few clouds,81,70,0,1,1,1,1,1,26,134,0,0,1,0,0,0,1,0,75,0,0,0,0,1,1,0
6/10/22,3376125,Partly cloudy,77,64,0,1,1,1,1,1,25,174,2,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0
6/11/22,2231451,Overcast clouds,75,68,1,1,1,1,1,1,39,195,5,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1
6/12/22,1674607,Heavy intensity rain,70,66,1,1,1,1,1,1,26,131,4,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
6/13/22,3168681,Light intensity drizzle,81,68,0,0,1,0,1,1,12,67,4,0,1,0,0,1,1,0,40,0,0,1,0,1,0,0
6/14/22,3494822,Broken clouds,79,72,0,0,1,0,1,1,16,114,7,0,1,1,0,1,1,0,66,0,0,1,1,1,0,1
6/15/22,3526802,Few clouds,79,72,0,0,1,1,1,1,0,131,8,0,0,0,0,0,1,0,17,0,0,1,1,1,0,1
6/16/22,3409624,Broken clouds,70,68,1,0,1,1,1,1,26,209,1,1,1,0,0,0,1,1,45,1,0,1,1,0,1,1
6/17/22,3247379,Clear sky,88,70,1,1,1,1,1,1,11,241,2,1,1,0,0,0,1,0,81,1,1,1,1,1,1,0
6/18/22,2186635,Broken clouds,68,73,0,1,1,1,1,1,21,292,18,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0
6/19/22,1725762,Partly cloudy,70,59,1,0,1,1,1,1,42,208,17,0,0,1,0,0,1,0,75,0,0,1,1,1,0,0
6/20/22,2460659,Clear sky,77,63,0,0,1,0,1,1,19,129,16,0,0,0,0,0,1,0,56,0,0,0,0,0,1,0
6/21/22,3339793,Overcast clouds,75,66,0,1,1,1,1,1,19,146,17,0,0,0,0,0,1,0,70,0,1,0,0,0,0,0
6/22/22,3357113,Overcast clouds,66,66,0,1,1,1,1,1,23,166,17,0,0,0,0,0,1,0,65,0,0,1,0,1,0,0
6/23/22,3407485,Broken clouds,72,63,1,0,1,1,1,0,13,190,13,0,0,0,0,1,1,1,57,0,0,1,0,1,0,1
6/24/22,3296412,Light intensity shower rain,79,64,0,0,1,1,1,1,3,226,6,0,0,0,0,1,1,1,38,0,1,0,0,1,0,1
6/25/22,2286963,Clear sky,88,72,0,1,1,1,1,1,20,298,11,1,0,1,1,1,1,1,84,1,1,1,0,1,0,1
6/26/22,2011977,Broken clouds,86,75,0,0,1,1,1,1,37,207,4,0,0,0,0,0,1,1,78,0,0,1,0,1,0,1
6/27/22,2932598,Thunderstorm with heavy rain,77,73,0,0,1,1,1,1,15,96,7,0,0,0,0,0,1,1,41,0,0,1,0,0,1,1
6/28/22,3248338,Overcast clouds,77,68,0,1,1,1,1,1,16,129,14,0,1,0,0,1,1,1,63,1,0,0,0,1,0,1
6/29/22,3249261,Few clouds,82,68,0,0,1,0,1,1,21,155,7,0,0,0,0,0,1,1,51,0,0,1,0,1,0,1
6/30/22,3151572,Few clouds,86,72,1,1,1,1,1,1,42,179,1,0,0,0,0,1,1,1,39,0,1,1,0,1,0,0
7/1/22,2827549,Broken clouds,90,75,0,0,1,1,1,1,34,186,1,0,1,0,0,0,1,1,55,1,0,1,0,1,0,0
7/2/22,1847093,Thunderstorm with rain,84,77,0,0,1,1,1,1,29,182,13,0,0,1,0,0,1,1,53,0,0,1,0,1,0,0
7/3/22,1654774,Clear sky,84,73,0,0,1,1,0,0,22,141,7,0,0,0,0,0,1,1,61,0,0,0,0,1,0,0
7/4/22,1608084,Clear sky,84,72,0,0,1,0,0,0,7,62,3,0,0,0,0,0,0,1,21,0,0,0,0,0,0,0
7/5/22,2802814,Overcast clouds,82,73,0,0,1,0,1,1,12,89,19,0,0,0,0,0,1,1,31,0,0,0,0,0,0,0
7/6/22,3066462,Broken clouds,88,73,0,0,1,1,1,0,19,143,10,0,0,0,0,0,1,1,55,0,0,1,0,0,0,0
7/7/22,3115604,Broken clouds,79,73,0,0,1,1,1,1,21,152,2,0,1,0,0,0,1,1,60,0,0,0,1,1,0,0
7/8/22,2902322,Light rain,82,70,0,0,1,1,1,0,27,187,2,0,1,0,0,0,1,1,60,1,0,1,0,1,0,0
7/9/22,2061419,Broken clouds,82,75,0,0,1,1,1,1,13,230,12,0,1,1,0,0,1,1,66,1,1,1,0,1,0,0
7/10/22,1681041,Clear sky,81,70,0,0,1,1,1,1,34,168,8,0,0,0,0,0,1,1,67,0,0,0,0,0,0,0
7/11/22,2876587,Clear sky,82,70,0,0,1,0,0,1,15,101,19,0,0,0,0,0,1,0,38,0,0,1,0,0,0,0
7/12/22,3148320,Clear sky,90,72,1,0,1,0,1,1,19,119,14,0,0,0,0,0,1,0,52,0,0,1,0,0,0,1
7/13/22,3229387,Broken clouds,88,75,0,0,1,0,1,1,19,149,16,0,0,0,0,0,1,0,49,0,0,0,0,0,1,1
7/14/22,3203104,Broken clouds,86,75,1,0,1,0,1,1,29,179,1,0,1,1,0,0,1,0,37,1,0,0,0,1,0,1
7/15/22,3021651,Few clouds,82,75,0,0,1,1,1,1,28,190,1,0,0,1,1,0,1,0,55,0,0,1,0,1,0,1
7/16/22,2093206,Light rain,81,73,0,0,1,1,1,1,11,228,4,1,0,1,0,0,1,1,72,0,0,1,0,1,1,1
7/17/22,1674922,Broken clouds,81,73,0,0,1,1,1,1,31,174,2,0,0,1,0,0,1,0,74,0,0,1,0,0,0,1
7/18/22,2720012,Light rain,81,77,0,0,1,0,1,1,16,79,4,0,0,0,0,0,1,0,35,0,0,0,0,1,0,0
7/19/22,3169016,Clear sky,90,75,0,0,1,0,1,1,19,110,2,0,0,1,0,0,1,0,51,0,0,0,0,0,1,0
7/20/22,3190942,Clear sky,91,79,0,0,1,0,1,1,23,159,5,0,1,1,0,1,1,0,64,0,0,0,0,1,1,0
7/21/22,3109097,Moderate rain,88,81,0,1,1,1,1,1,26,170,1,0,1,0,0,0,1,0,72,1,1,1,0,1,0,0
7/22/22,2942752,Few clouds,91,81,0,1,1,1,1,1,30,199,3,0,0,0,1,1,1,0,65,1,1,1,0,1,0,0
7/23/22,2028696,Clear sky,93,81,1,1,1,1,1,1,52,262,13,1,0,0,0,1,1,1,78,1,1,1,0,1,0,0
7/24/22,1596195,Broken clouds,93,82,0,1,1,1,0,1,33,165,8,0,0,0,0,0,1,1,71,0,0,0,0,1,0,0
7/25/22,2727722,Heavy intensity rain,84,82,1,1,1,0,0,1,14,98,13,0,0,0,0,1,1,0,46,0,0,1,0,1,0,0
7/26/22,3175001,Broken clouds,82,75,0,1,1,0,0,1,17,123,16,0,0,0,0,0,1,0,52,0,1,1,1,0,0,0
7/27/22,3232796,Few clouds,82,73,0,1,1,0,1,1,20,145,6,0,0,0,0,0,1,0,56,0,1,1,0,1,0,0
7/28/22,3151913,Broken clouds,86,77,0,0,1,1,1,1,31,182,4,0,0,0,0,0,1,0,39,1,1,1,0,1,0,1
7/29/22,2932846,Overcast clouds,84,79,0,1,1,1,1,1,32,196,1,0,0,0,0,0,1,0,40,0,1,1,0,1,0,1
7/30/22,2074421,Broken clouds,86,75,1,1,1,1,1,1,46,214,4,1,0,0,0,0,1,1,57,1,0,1,0,1,0,1
7/31/22,1649097,Broken clouds,82,75,1,1,1,1,0,1,28,171,5,0,1,0,0,0,1,0,71,0,0,1,0,0,0,1
8/1/22,2739262,Broken clouds,75,72,0,0,1,0,1,1,17,78,6,0,0,0,0,0,1,0,36,0,0,0,0,0,0,1
8/2/22,3070101,Clear sky,88,73,1,0,1,0,0,0,13,103,1,0,1,0,0,1,1,0,42,0,0,0,0,1,0,1
8/3/22,3124038,Clear sky,86,79,1,0,1,0,0,1,24,149,6,0,0,0,0,1,1,1,52,0,0,0,0,0,0,1
8/4/22,3049076,Clear sky,90,77,0,0,1,1,0,1,31,186,2,1,0,0,0,0,1,0,52,1,0,1,0,1,0,0
8/5/22,2822155,Partly cloudy,90,81,1,0,1,1,0,1,29,176,2,0,1,0,0,0,1,1,66,0,0,1,1,1,0,0
8/6/22,1999580,Moderate rain,86,79,1,0,1,1,0,1,44,262,23,1,1,1,1,1,1,1,101,1,0,1,0,1,0,1
8/7/22,1542311,Few clouds,90,79,0,0,1,1,0,1,22,153,8,0,0,0,0,0,1,1,59,0,0,0,0,0,0,0
8/8/22,2705428,Broken clouds,90,82,1,0,1,0,0,1,15,97,16,0,0,0,0,1,1,0,42,0,0,1,0,0,0,0
8/9/22,3013784,Partly cloudy,93,82,1,0,1,0,0,1,15,108,3,0,1,0,1,1,1,0,31,0,1,0,0,1,0,0
8/10/22,3134434,Partly cloudy,84,81,0,0,1,0,0,1,19,133,6,1,0,0,1,0,1,0,47,1,1,1,0,1,0,0
8/11/22,3093548,Broken clouds,86,77,0,0,1,1,0,1,27,177,4,0,1,0,1,1,1,1,36,0,1,0,0,0,0,0
8/12/22,2963913,Clear sky,82,75,0,0,1,1,0,1,30,188,3,0,1,1,1,1,1,0,57,1,1,0,0,1,0,0
8/13/22,2089217,Clear sky,79,70,1,0,1,1,0,1,45,244,5,1,1,0,1,0,1,1,101,0,1,1,0,1,0,0
8/14/22,1677803,Few clouds,81,70,1,0,1,0,0,1,31,169,5,0,1,0,0,1,1,0,61,0,0,1,0,0,0,0
8/15/22,2768347,Partly cloudy,81,70,0,0,1,0,0,1,19,108,3,0,0,0,0,0,1,0,39,0,1,0,0,0,0,1
8/16/22,3045892,Partly cloudy,81,70,1,0,1,0,0,1,15,112,3,0,1,0,0,0,1,0,49,1,1,0,0,0,0,1
8/17/22,3074027,Few clouds,77,70,0,0,1,1,0,1,18,133,5,0,0,0,0,0,1,1,46,1,1,0,0,1,0,1
8/18/22,3077928,Few clouds,86,68,0,0,1,1,0,1,28,177,2,1,1,0,0,1,1,0,48,1,1,1,0,1,0,1
8/19/22,2918737,Few clouds,88,72,0,1,1,1,0,1,29,190,3,1,1,0,0,0,1,0,67,1,1,1,0,1,0,1
8/20/22,2038622,Partly cloudy,88,77,0,1,1,1,0,1,64,255,23,0,0,1,0,1,1,1,1,0,1,1,0,1,0,1
8/21/22,1619422,Broken clouds,82,75,0,1,1,1,0,1,34,180,17,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1
8/22/22,2622885,Moderate rain,75,73,0,0,1,0,0,1,16,82,4,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1
8/23/22,2992615,Clear sky,82,73,1,0,1,0,0,1,12,112,14,0,0,1,0,1,1,0,47,1,1,1,0,0,0,1
8/24/22,3020710,Few clouds,88,73,0,0,1,0,0,1,21,132,4,0,0,0,0,1,1,0,49,0,0,1,0,0,0,0
8/25/22,3090901,Clear sky,90,75,0,0,1,0,0,1,26,158,4,0,0,0,0,1,1,0,32,1,1,0,0,1,0,0
8/26/22,2863653,Thunderstorm with rain,84,77,0,0,1,1,0,1,28,181,3,1,0,0,0,1,1,0,53,0,0,0,0,1,0,0
8/27/22,2066542,Few clouds,84,77,0,1,1,1,1,1,58,246,18,0,1,0,0,1,1,1,73,1,1,1,1,1,1,1
8/28/22,1651689,Few clouds,81,75,0,0,1,0,0,1,30,177,23,0,0,0,0,1,1,1,67,0,0,0,1,0,0,1
8/29/22,2836374,Clear sky,84,75,0,0,1,0,0,1,16,85,13,0,0,0,0,0,1,0,40,0,0,1,0,0,0,0
8/30/22,3091873,Few clouds,86,77,0,1,1,0,0,1,21,108,13,0,1,0,0,1,1,0,38,0,0,1,0,1,0,0
8/31/22,3144027,Few clouds,84,73,0,0,1,0,0,0,24,129,15,0,0,0,0,1,1,0,25,0,0,1,1,0,0,0
9/1/22,3114667,Clear sky,84,73,0,0,1,0,0,0,19,128,3,0,0,1,0,1,1,0,51,0,0,0,1,1,0,0
9/2/22,2925306,Few clouds,77,68,0,0,1,1,0,1,28,159,1,0,1,0,0,1,1,0,44,0,0,1,0,1,1,0
9/3/22,2116811,Clear sky,79,68,0,1,1,1,0,1,43,204,6,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0
9/4/22,1802349,Partly cloudy,84,72,0,0,1,0,0,1,14,145,4,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
9/5/22,1691887,Drizzle,81,75,1,0,1,0,0,0,20,78,7,0,0,0,0,0,1,0,29,0,0,0,0,1,0,1
9/6/22,3063503,Heavy intensity rain,72,72,0,0,1,0,0,1,15,88,3,0,0,1,0,0,1,1,39,0,0,0,0,0,0,1
9/7/22,3444556,Drizzle,72,66,0,1,1,0,0,1,24,139,4,0,1,0,0,1,1,0,54,0,1,0,0,0,0,1
9/8/22,3644407,Overcast clouds,77,68,0,0,1,1,0,1,30,159,1,0,1,0,0,1,1,0,56,1,1,0,0,1,0,1
9/9/22,3481756,Clear sky,81,66,0,1,1,1,1,1,38,197,2,0,0,0,0,1,1,0,61,1,1,0,1,1,1,1
9/10/22,2356865,Partly cloudy,84,68,1,1,1,0,0,1,48,251,8,1,0,1,0,1,1,1,67,1,1,0,1,1,1,1
9/11/22,1737251,Light intensity drizzle,73,72,1,0,1,0,0,1,30,153,18,0,0,0,1,1,1,1,0,1,1,0,0,1,0,1
