date,Ridership,weather,day temp,night temp,barclays-center_event_occurred,beacon-theatre_event_occurred,blue-note-jazz-club_event_occurred,brooklyn-bowl_event_occurred,carnegie-hall_event_occurred,city-winery-the-loft_event_occurred,total_comedy,total_events,total_film-screenings,forest-hills-stadium_event_occurred,irving-plaza_event_occurred,kings-theatre_event_occurred,lincoln-center_event_occurred,madison-square-garden_event_occurred,mercury-lounge_event_occurred,metlife-stadium_event_occurred,total_music,palladium-times-square_event_occurred,radio-city-music-hall_event_occurred,sony-hall_event_occurred,terminal-5_event_occurred,the-bowery-ballroom_event_occurred,the-town-hall_event_occurred,yankee-stadium_event_occurred
1/27/21,1660278,Broken clouds,39,36,0,0,0,0,0,0,1,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/28/21,1646806,Clear sky,32,30,0,0,0,0,0,0,1,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/29/21,1511680,Clear sky,23,21,0,0,0,0,0,0,1,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/30/21,942615,Clear sky,28,19,0,0,0,0,0,0,2,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/31/21,722853,Overcast clouds,25,25,0,0,0,0,0,0,0,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/1/21,583230,Heavy snow,28,27,0,0,0,0,0,0,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/2/21,1005985,Snow,32,34,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/3/21,1702598,Overcast clouds,36,30,0,0,0,0,0,0,1,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2/4/21,1785833,Clear sky,39,32,0,0,0,0,0,0,1,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/5/21,1741015,Partly cloudy,43,36,0,0,0,0,0,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/6/21,1148477,Clear sky,43,36,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/7/21,652521,Heavy snow,34,34,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/8/21,1639753,Clear sky,28,25,0,0,0,0,0,0,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/9/21,1666467,Rain and snow,34,25,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/10/21,1750121,Clear sky,34,28,0,0,0,0,0,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/11/21,1714656,Broken clouds,32,30,0,0,0,0,0,0,1,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/12/21,1706430,Overcast clouds,27,25,0,0,0,0,0,0,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/13/21,1092063,Overcast clouds,27,27,0,0,0,0,0,0,2,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/14/21,858014,Overcast clouds,36,30,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2/15/21,1218593,Cloudy and light snow,34,34,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/16/21,1627528,Clear sky,48,37,0,0,0,0,0,0,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/17/21,1733160,Broken clouds,30,32,0,0,0,0,0,0,1,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2/18/21,1381886,Heavy snow,27,27,0,0,0,0,0,0,1,27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/19/21,1566021,Snow,32,30,0,0,0,0,0,0,2,35,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2/20/21,1110589,Overcast clouds,32,32,0,0,0,0,1,0,2,33,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2/21/21,836095,Clear sky,34,27,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/22/21,1582054,Shower sleet,36,30,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2/23/21,1730198,Drizzle,39,37,0,0,0,0,0,0,0,23,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2/24/21,1806306,Few clouds,50,41,0,0,0,0,0,0,1,18,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2/25/21,1798165,Clear sky,46,48,0,0,0,0,0,0,1,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/26/21,1822812,Few clouds,45,36,0,0,0,0,0,0,1,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/27/21,1072932,Heavy intensity rain,50,41,0,0,0,0,0,0,2,28,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2/28/21,810071,Overcast clouds,45,43,0,0,0,0,0,0,0,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/1/21,1696274,Light intensity drizzle,46,45,0,0,0,0,0,0,1,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/2/21,1749511,Clear sky,32,30,0,0,0,0,0,0,1,13,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3/3/21,1846431,Clear sky,50,32,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/4/21,1808744,Broken clouds,41,43,0,0,0,0,0,0,1,27,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
3/5/21,1825915,Clear sky,36,28,0,0,0,1,0,0,1,38,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
3/6/21,1167884,Broken clouds,34,32,0,0,0,1,0,0,2,26,3,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0
3/7/21,894119,Few clouds,39,28,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/8/21,1719586,Clear sky,39,30,0,0,0,0,0,0,1,21,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3/9/21,1834068,Clear sky,61,41,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/10/21,1849077,Partly cloudy,54,45,0,0,0,0,0,0,1,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/11/21,1881902,Clear sky,66,48,0,0,0,0,0,0,1,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/12/21,1914465,Few clouds,64,61,1,0,0,0,0,0,1,28,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3/13/21,1257372,Clear sky,46,48,0,0,0,0,0,0,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/14/21,923968,Partly cloudy,50,45,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/15/21,1730024,Clear sky,36,30,0,0,0,0,0,0,1,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/16/21,1798288,Overcast clouds,36,32,0,0,0,0,0,0,0,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/17/21,1866414,Broken clouds,46,39,0,0,0,0,0,0,1,30,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3/18/21,1771092,Heavy intensity rain,45,45,0,0,0,0,0,0,1,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/19/21,1906749,Few clouds,39,39,1,0,0,0,0,0,2,24,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0
3/20/21,1307403,Clear sky,55,34,0,0,0,0,0,0,2,21,3,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
3/21/21,1013386,Clear sky,61,43,1,0,0,0,0,0,0,26,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
3/22/21,1801438,Clear sky,59,46,0,0,0,0,0,0,2,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/23/21,1879574,Broken clouds,63,46,0,0,0,0,0,0,0,17,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3/24/21,1828084,Drizzle,55,50,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/25/21,1925768,Broken clouds,68,54,0,0,0,0,0,0,1,35,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
3/26/21,1938246,Few clouds,73,57,0,0,0,0,0,0,1,42,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/27/21,1374266,Overcast clouds,64,55,0,0,0,0,0,0,1,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/28/21,807247,Heavy intensity rain,55,54,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/29/21,1742162,Clear sky,54,52,0,0,0,0,0,0,2,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/30/21,1881537,Few clouds,59,45,1,0,0,0,0,0,0,33,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3/31/21,1808546,Broken clouds,63,52,0,0,0,0,0,0,1,25,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4/1/21,1841815,Light intensity shower rain,48,54,0,0,0,0,0,0,1,24,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/2/21,1757698,Overcast clouds,37,37,0,0,0,0,0,0,2,18,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/3/21,1318461,Clear sky,50,34,0,0,0,1,0,0,1,21,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
4/4/21,950194,Few clouds,59,46,0,0,0,0,0,0,0,18,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4/5/21,1818703,Clear sky,64,52,1,0,0,0,0,0,1,15,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1
4/6/21,1942198,Clear sky,64,52,0,0,0,0,0,0,0,29,13,0,0,0,0,1,0,0,4,0,0,1,0,0,0,1
4/7/21,1985370,Clear sky,66,55,1,0,0,0,0,0,3,36,16,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1
4/8/21,2013413,Broken clouds,66,52,0,0,0,0,0,0,1,31,21,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
4/9/21,2026724,Overcast clouds,57,52,0,0,0,0,0,0,1,35,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4/10/21,1391245,Broken clouds,63,52,0,0,0,0,0,0,1,38,16,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
4/11/21,899646,Heavy intensity rain,57,57,0,0,0,0,0,0,0,24,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4/12/21,1845836,Drizzle,50,48,0,0,0,0,0,0,2,24,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4/13/21,2012153,Clear sky,61,46,1,0,0,0,0,0,0,27,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4/14/21,2018126,Overcast clouds,70,54,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4/15/21,1906733,Heavy intensity rain,52,57,0,0,0,0,0,0,2,52,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4/16/21,2078856,Partly cloudy,52,45,0,0,0,0,0,0,2,39,15,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
4/17/21,1425036,Overcast clouds,55,45,0,0,0,0,0,0,2,51,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4/18/21,1082503,Broken clouds,61,50,0,0,0,1,0,0,0,27,4,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0
4/19/21,1911326,Overcast clouds,63,54,0,0,0,0,0,0,1,23,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/20/21,2082495,Partly cloudy,72,54,0,0,0,0,0,0,0,49,16,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0
4/21/21,1965922,Overcast clouds,63,59,0,0,0,0,0,0,2,35,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
4/22/21,2040232,Overcast clouds,48,39,0,0,0,0,0,0,3,56,19,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0
4/23/21,2121350,Broken clouds,59,41,0,0,0,0,0,0,1,39,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0
4/24/21,1520057,Broken clouds,68,55,1,0,0,0,0,0,2,46,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
4/25/21,985027,Overcast clouds,61,55,0,0,0,0,0,0,0,29,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4/26/21,1955370,Clear sky,57,50,0,0,0,0,0,0,2,23,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4/27/21,2041698,Clear sky,61,48,0,0,0,0,0,0,0,31,12,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
4/28/21,2135793,Broken clouds,81,55,1,0,0,1,0,0,1,34,3,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0
4/29/21,2028524,Overcast clouds,73,64,0,0,0,0,0,0,0,41,16,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
4/30/21,2159476,Few clouds,68,66,1,0,0,0,0,0,1,36,14,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
5/1/21,1515211,Clear sky,63,46,0,0,0,0,0,0,0,26,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
5/2/21,1153471,Broken clouds,77,57,0,0,0,0,0,0,0,21,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5/3/21,1971010,Overcast clouds,63,63,0,0,0,0,0,0,1,13,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5/4/21,2120071,Broken clouds,70,55,0,0,0,0,0,0,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/5/21,2074543,Heavy intensity rain,59,55,0,0,0,0,0,0,0,25,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5/6/21,2199943,Clear sky,64,52,0,0,0,0,0,0,0,36,14,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
5/7/21,2238033,Broken clouds,63,54,0,0,0,0,0,0,0,21,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
5/8/21,1444674,Light intensity drizzle,52,52,0,0,0,0,0,0,0,22,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
5/9/21,1107878,Overcast clouds,61,48,0,0,0,0,0,0,0,21,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
5/10/21,1990039,Overcast clouds,59,48,0,0,0,0,0,0,1,14,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5/11/21,2148322,Overcast clouds,64,52,0,0,0,0,0,0,1,16,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5/12/21,2182277,Few clouds,64,50,1,0,0,0,0,0,1,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/13/21,2163052,Few clouds,68,55,0,0,0,0,0,0,2,47,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0
5/14/21,2266974,Clear sky,73,57,1,0,0,0,0,0,2,38,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/15/21,1637231,Few clouds,73,61,1,0,0,0,0,0,0,42,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5/16/21,1201904,Overcast clouds,72,63,1,0,0,0,0,0,0,27,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5/17/21,2022584,Few clouds,75,61,0,0,0,0,0,0,0,17,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
5/18/21,2150049,Partly cloudy,81,64,1,0,0,0,0,0,3,22,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5/19/21,2257549,Clear sky,86,70,0,0,0,0,0,0,4,36,15,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
5/20/21,2269471,Few clouds,73,66,0,0,0,0,0,0,3,43,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5/21/21,2331876,Clear sky,77,61,0,0,0,0,0,0,4,54,14,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1
5/22/21,1645268,Broken clouds,91,68,0,0,0,0,0,0,1,65,20,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1
5/23/21,1268928,Broken clouds,90,75,0,0,0,0,0,0,6,48,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1
5/24/21,2118877,Overcast clouds,66,68,0,0,0,0,0,0,2,19,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
5/25/21,2270945,Few clouds,72,57,1,0,0,0,0,0,4,25,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
5/26/21,2275882,Few clouds,86,66,0,0,0,0,0,0,2,33,11,0,0,0,0,1,0,0,4,0,0,0,0,0,0,1
5/27/21,2352019,Clear sky,82,70,0,0,0,0,0,0,9,52,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
5/28/21,2232599,Partly cloudy,66,63,0,0,0,0,0,0,6,45,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/29/21,1370135,Light intensity drizzle,50,48,1,0,0,0,0,0,6,58,18,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
5/30/21,1065176,Light intensity drizzle,50,48,0,0,0,0,0,0,22,44,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/31/21,1389651,Overcast clouds,64,50,0,0,0,0,0,0,4,23,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1
6/1/21,2258831,Broken clouds,75,59,0,0,0,0,0,0,4,23,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1
6/2/21,2343745,Broken clouds,72,63,1,0,0,0,0,0,4,26,8,0,0,0,0,1,0,0,4,0,0,0,0,0,0,1
6/3/21,2233917,Overcast clouds,72,61,1,1,0,0,0,0,9,36,8,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1
6/4/21,2310032,Light rain,75,68,0,0,0,0,0,0,12,43,8,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1
6/5/21,1792204,Clear sky,90,66,0,0,0,0,0,0,10,51,7,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1
6/6/21,1363344,Few clouds,90,77,0,0,0,0,0,0,3,36,6,0,0,0,0,1,0,0,9,0,0,0,0,0,0,1
6/7/21,2223265,Partly cloudy,86,77,0,0,0,0,0,0,1,19,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
6/8/21,2265591,Heavy rain in places,82,77,0,0,0,0,0,0,5,21,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
6/9/21,2386026,Partly cloudy,88,73,0,0,0,0,0,0,5,33,1,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0
6/10/21,2473818,Broken clouds,81,77,0,0,0,0,0,0,5,29,6,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
6/11/21,2468258,Overcast clouds,73,63,0,0,0,0,0,0,10,50,7,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
6/12/21,1775538,Overcast clouds,70,64,0,1,0,0,0,0,7,48,15,0,1,0,0,0,0,0,21,0,0,0,0,0,0,0
6/13/21,1379959,Overcast clouds,75,64,0,0,0,0,0,0,5,44,8,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
6/14/21,2223186,Heavy rain in places,68,66,0,0,0,0,0,0,4,14,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
6/15/21,2469785,Few clouds,79,66,0,0,1,0,0,0,5,23,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
6/16/21,2519444,Clear sky,77,66,0,0,1,0,0,0,9,33,10,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0
6/17/21,2552497,Clear sky,77,64,0,0,1,0,0,0,9,48,18,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0
6/18/21,2572013,Partly cloudy,82,66,0,0,1,0,0,0,10,53,18,0,0,0,0,0,0,0,13,0,0,0,0,0,0,1
6/19/21,1784312,Partly cloudy,90,72,1,0,1,0,0,0,10,65,28,0,0,0,0,0,0,0,15,0,1,1,0,0,0,1
6/20/21,1389352,Few clouds,84,70,0,0,1,0,0,0,5,39,16,0,0,0,0,1,0,0,13,0,0,0,0,0,0,1
6/21/21,2264368,Broken clouds,84,75,0,0,1,0,0,0,2,20,13,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
6/22/21,2354873,Thunderstorm with heavy rain,64,77,1,1,1,0,0,0,6,32,4,0,0,0,1,0,0,0,10,0,0,0,0,0,0,1
6/23/21,2547416,Overcast clouds,73,59,0,1,1,0,0,0,8,46,4,0,0,0,0,0,0,0,16,0,0,0,0,0,0,1
6/24/21,2552639,Few clouds,75,64,1,0,1,0,0,0,0,45,3,0,0,0,0,0,0,0,16,0,0,0,0,0,0,1
6/25/21,2582713,Broken clouds,79,63,0,0,1,0,0,0,0,67,10,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0
6/26/21,1854179,Broken clouds,79,70,0,0,1,0,0,0,0,75,9,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0
6/27/21,1559967,Broken clouds,84,75,0,0,1,0,0,0,0,47,8,0,0,0,0,0,0,0,14,0,0,1,0,0,0,0
6/28/21,2252362,Partly cloudy,90,79,0,0,1,0,0,0,6,22,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1
6/29/21,2343739,Few clouds,95,82,0,0,1,0,0,0,6,30,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1
6/30/21,2346388,Few clouds,97,84,1,0,1,0,0,0,7,39,1,0,0,0,1,0,0,0,14,0,0,0,0,0,0,1
7/1/21,2292461,Drizzle,79,79,0,0,1,0,0,0,5,30,5,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1
7/2/21,2296044,Heavy rain in places,77,72,0,0,1,0,0,0,12,46,1,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0
7/3/21,1541988,Moderate rain,63,63,1,0,1,0,0,0,9,39,8,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0
7/4/21,1468510,Light intensity shower rain,75,63,0,0,1,0,0,0,1,20,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
7/5/21,1495709,Light intensity shower rain,81,68,1,0,1,0,0,0,2,11,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
7/6/21,2302002,Partly cloudy,91,75,0,0,1,0,0,0,3,13,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
7/7/21,2437064,Few clouds,90,75,0,0,1,0,0,0,8,30,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0
7/8/21,2364250,Thunderstorm with rain,82,77,0,0,1,0,0,1,8,42,7,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0
7/9/21,2318387,Partly cloudy,82,72,0,0,1,0,0,1,12,56,12,0,1,0,0,0,0,0,23,0,0,0,0,0,0,0
7/10/21,1781717,Light rain,77,75,0,0,1,0,0,1,15,64,9,0,1,0,0,0,0,0,29,0,0,0,0,0,0,0
7/11/21,1365854,Heavy rain in places,73,72,1,0,1,0,0,1,7,39,2,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0
7/12/21,2245412,Thunderstorm with rain,82,73,0,0,1,0,0,1,3,17,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
7/13/21,2457526,Broken clouds,75,72,0,0,1,0,0,1,7,25,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
7/14/21,2517615,Few clouds,86,72,0,1,1,0,0,1,6,33,6,0,0,0,1,0,0,0,17,0,0,0,0,0,0,0
7/15/21,2581582,Broken clouds,84,75,0,0,1,0,0,1,5,36,4,0,0,0,1,0,0,0,18,0,0,0,0,0,0,1
7/16/21,2536569,Few clouds,90,79,0,1,1,0,0,1,11,54,11,0,0,0,0,0,0,0,24,0,0,0,0,0,0,1
7/17/21,1717480,Light intensity shower rain,86,79,0,1,1,0,0,1,14,67,10,0,0,0,0,0,0,0,27,0,0,0,0,0,0,1
7/18/21,1405344,Broken clouds,81,75,0,1,1,0,0,1,8,43,4,0,0,0,0,0,0,0,24,0,0,0,0,0,0,1
7/19/21,2327756,Broken clouds,77,73,0,0,1,0,0,1,6,23,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
7/20/21,2462002,Few clouds,86,75,0,0,1,0,0,1,10,35,7,0,0,0,0,0,0,0,13,0,0,0,0,0,0,1
7/21/21,2504568,Thunderstorm with rain,79,77,0,1,1,0,0,1,9,50,11,0,0,0,0,0,0,0,22,0,0,0,0,0,0,1
7/22/21,2582151,Broken clouds,81,70,0,0,1,0,0,1,14,51,7,0,0,0,0,0,0,0,21,0,0,1,0,0,0,0
7/23/21,2552330,Few clouds,81,70,0,0,1,0,0,1,17,80,11,1,0,0,0,0,0,0,23,0,0,0,0,0,0,0
7/24/21,1852402,Few clouds,81,70,0,0,1,0,0,1,20,93,11,0,0,1,0,0,0,0,26,0,0,0,0,0,0,0
7/25/21,1364830,Broken clouds,81,73,0,0,0,0,0,1,1,47,2,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0
7/26/21,2318455,Partly cloudy,88,77,0,0,1,0,0,1,10,27,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
7/27/21,2487947,Few clouds,88,77,0,0,1,0,0,1,13,41,3,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0
7/28/21,2534756,Few clouds,79,73,0,0,1,0,0,1,13,47,1,0,0,0,1,0,0,0,23,0,0,0,0,0,0,0
7/29/21,2428764,Drizzle,75,72,1,0,1,0,0,1,14,64,11,0,0,0,0,0,0,0,30,0,0,1,0,0,0,0
7/30/21,2557677,Clear sky,81,72,0,0,1,0,0,1,20,82,8,0,1,0,1,1,0,0,40,0,0,0,0,0,0,0
7/31/21,1841007,Partly cloudy,75,64,0,0,1,0,0,1,20,84,6,1,0,0,0,0,0,0,41,0,0,0,0,0,0,0
8/1/21,1351294,Broken clouds,73,70,0,0,1,0,0,1,9,48,6,0,0,0,0,0,0,0,27,0,0,0,1,0,0,0
8/2/21,2333923,Few clouds,77,68,0,1,1,0,0,1,9,31,4,0,0,0,0,0,0,0,14,0,0,0,0,0,0,1
8/3/21,2483802,Broken clouds,77,68,0,0,1,0,0,1,11,46,4,0,0,0,1,0,0,0,21,0,1,0,0,0,1,1
8/4/21,2529002,Broken clouds,73,70,0,0,1,0,0,1,11,51,5,0,0,0,0,0,0,0,30,0,0,0,0,0,0,1
8/5/21,2529190,Overcast clouds,77,68,0,0,1,0,0,1,14,75,12,0,0,0,1,0,0,1,32,0,1,0,0,0,0,1
8/6/21,2519444,Few clouds,86,72,0,0,1,0,0,0,18,106,18,0,0,0,0,0,0,0,31,0,0,0,0,0,0,1
8/7/21,1780458,Broken clouds,86,75,0,0,1,0,0,1,26,122,15,0,1,0,0,0,0,0,40,0,0,0,0,0,0,1
8/8/21,1333885,Heavy rain in places,72,73,1,0,1,0,0,1,15,80,11,0,0,0,0,0,0,0,43,0,0,0,0,0,0,1
8/9/21,2289434,Broken clouds,79,70,1,0,1,0,0,1,10,50,11,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0
8/10/21,2442194,Broken clouds,81,73,0,1,1,0,0,1,14,57,6,0,0,0,0,0,0,0,27,0,0,0,0,1,0,0
8/11/21,2475949,Broken clouds,90,75,0,1,1,0,0,1,16,63,6,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0
