date,barclays-center_event_occurred,blue-note-jazz-club_event_occurred,carnegie-hall_event_occurred,total_comedy,total_events,total_film-screenings,forest-hills-stadium_event_occurred,kings-theatre_event_occurred,madison-square-garden_event_occurred,metlife-stadium_event_occurred,total_music,radio-city-music-hall_event_occurred,terminal-5_event_occurred,the-bowery-ballroom_event_occurred,yankee-stadium_event_occurred,nyc_holiday
2022-11-13,1,1,0,30.0,171.0,21,0,1,1,1,2.0,0,0,1,0,0
2022-11-14,0,1,0,21.0,95.0,14,0,0,0,0,42.0,0,0,1,0,0
2022-11-15,0,1,0,25.0,115.0,9,0,0,0,0,60.0,0,1,0,0,0
2022-11-16,1,1,0,20.0,130.0,8,0,1,1,0,68.0,0,0,1,0,0
2022-11-17,1,1,0,33.0,163.0,1,0,1,0,0,53.0,0,1,1,0,0
2022-11-18,0,1,0,34.0,198.0,2,0,1,1,0,78.0,1,1,1,0,0
2022-11-19,1,1,0,42.0,223.0,13,0,1,1,0,98.0,1,0,1,0,0
2022-11-20,1,1,0,25.0,171.0,22,0,1,0,1,66.0,1,1,0,0,0
2022-11-21,1,1,0,22.0,107.0,20,0,1,1,0,44.0,1,0,1,0,0
2022-11-22,1,1,0,19.0,109.0,23,0,0,1,0,46.0,1,0,0,0,0
2022-11-23,1,1,0,18.0,127.0,11,0,1,1,0,27.0,1,0,0,0,0
2022-11-24,0,1,0,4.0,35.0,4,0,1,0,0,14.0,1,0,0,0,1
2022-11-25,0,1,0,16.0,146.0,4,0,1,1,1,49.0,1,0,1,0,0
2022-11-26,1,1,0,26.0,176.0,19,0,1,1,1,56.0,1,0,1,0,0
2022-11-27,1,1,0,21.0,122.0,5,0,1,1,1,58.0,1,0,1,0,0
2022-11-28,1,1,0,16.0,87.0,19,0,0,1,0,23.0,1,0,0,0,0
2022-11-29,0,1,0,20.0,102.0,12,0,0,0,0,48.0,1,0,1,0,0
2022-11-30,1,1,0,30.0,136.0,14,0,1,1,0,56.0,1,0,1,0,0
2022-12-01,0,1,0,32.0,169.0,16,0,0,1,0,54.0,1,1,1,0,0
2022-12-02,1,1,0,33.0,204.0,11,0,1,1,0,71.0,1,1,1,0,0
2022-12-03,0,1,0,45.0,226.0,20,0,1,1,1,85.0,1,1,1,0,0
2022-12-04,1,1,0,32.0,160.0,16,0,1,1,1,71.0,1,0,1,0,0
2022-12-05,0,1,0,21.0,117.0,18,0,0,1,0,48.0,1,0,1,0,0
2022-12-06,0,1,0,21.0,112.0,12,0,1,1,0,45.0,1,0,1,0,0
2022-12-07,1,1,0,25.0,146.0,15,0,0,1,0,55.0,1,1,1,0,0
2022-12-08,0,1,0,32.0,163.0,10,0,1,0,0,77.0,1,0,1,0,0
2022-12-09,1,1,0,36.0,204.0,22,0,1,1,0,67.0,1,0,1,0,0
2022-12-10,0,1,0,52.0,254.0,31,0,1,1,1,76.0,1,1,1,0,0
2022-12-11,1,1,0,34.0,187.0,15,0,1,1,1,89.0,1,0,1,0,0
2022-12-12,0,1,0,20.0,96.0,8,0,0,1,0,47.0,1,0,1,0,0
2022-12-13,0,1,0,17.0,118.0,15,0,0,1,0,57.0,1,0,1,0,0
2022-12-14,0,1,0,28.0,137.0,11,0,0,1,0,56.0,1,0,1,0,0
2022-12-15,0,1,0,29.0,160.0,8,0,0,1,0,55.0,1,1,1,0,0
2022-12-16,0,1,0,46.0,218.0,13,0,0,1,0,79.0,1,1,1,0,0
2022-12-17,0,1,0,53.0,235.0,19,0,1,1,1,97.0,1,1,0,0,0
2022-12-18,0,1,0,28.0,167.0,25,0,1,0,1,77.0,1,0,1,0,0
2022-12-19,0,1,0,22.0,107.0,24,0,0,1,0,49.0,1,1,1,0,0
2022-12-20,0,1,1,18.0,109.0,13,0,0,1,0,52.0,1,0,1,0,0
2022-12-21,1,1,0,16.0,116.0,10,0,0,1,0,42.0,1,0,1,0,0
2022-12-22,0,1,0,17.0,126.0,11,0,0,1,1,56.0,1,0,1,0,0
2022-12-23,1,1,0,20.0,127.0,8,0,0,1,0,43.0,1,0,1,0,0
2022-12-24,0,1,0,21.0,85.0,11,0,0,0,0,30.0,1,0,1,0,0
2022-12-25,0,1,0,3.0,47.0,9,0,0,1,0,23.0,1,0,1,0,1
2022-12-26,0,1,0,12.0,63.0,3,0,0,1,0,23.0,1,0,0,0,1
2022-12-27,0,1,0,16.0,80.0,10,0,0,1,0,30.0,1,0,0,0,0
2022-12-28,0,1,0,20.0,98.0,8,0,0,1,0,32.0,1,0,0,0,0
2022-12-29,1,1,0,21.0,124.0,7,0,0,1,0,37.0,1,0,0,0,0
2022-12-30,1,1,0,30.0,149.0,5,0,1,1,0,61.0,1,0,1,0,0
2022-12-31,0,1,0,37.0,255.0,11,0,1,1,0,73.0,1,1,1,0,1
2023-01-01,0,1,0,17.0,74.0,8,0,0,0,1,24.0,1,0,0,0,1
2023-01-02,1,1,0,12.0,58.0,8,0,0,1,0,16.0,1,0,0,0,1
2023-01-03,0,1,0,11.0,61.0,13,0,0,1,0,13.0,0,0,0,0,0
2023-01-04,0,1,0,15.0,90.0,4,0,0,1,0,25.0,0,0,0,0,0
2023-01-05,0,1,0,21.0,120.0,4,0,0,0,0,26.0,0,0,0,0,0
2023-01-06,0,1,0,34.0,156.0,5,0,0,1,0,52.0,0,0,0,0,0
2023-01-07,0,1,0,36.0,184.0,8,0,0,1,0,73.0,0,0,1,0,0
2023-01-08,0,1,0,26.0,120.0,8,0,0,1,0,38.0,0,0,0,0,0
2023-01-09,0,1,0,15.0,72.0,5,0,0,1,0,30.0,0,0,0,0,0
2023-01-10,0,1,0,17.0,97.0,5,0,0,1,0,37.0,0,0,0,0,0
2023-01-11,0,1,0,17.0,109.0,11,0,0,1,0,42.0,0,0,0,0,0
2023-01-12,1,1,0,26.0,150.0,15,0,0,1,0,41.0,0,0,0,0,0
2023-01-13,0,1,0,28.0,177.0,14,0,0,1,0,67.0,0,1,1,0,0
2023-01-14,0,1,0,32.0,204.0,16,0,0,0,0,107.0,0,0,1,0,0
2023-01-15,1,1,0,30.0,166.0,20,0,0,1,0,44.0,0,0,1,0,0
2023-01-16,0,1,0,16.0,91.0,11,0,0,1,0,27.0,0,0,0,0,1
2023-01-17,0,1,0,12.0,93.0,11,0,0,0,0,33.0,0,0,0,0,0
2023-01-18,1,1,0,23.0,123.0,10,0,0,1,0,42.0,0,0,1,0,0
2023-01-19,1,1,0,17.0,143.0,14,0,0,1,0,12.0,0,0,1,0,0
2023-01-20,1,1,0,26.0,196.0,12,0,0,1,0,70.0,0,0,1,0,0
2023-01-21,1,1,0,26.0,208.0,17,0,0,0,0,65.0,0,0,1,0,0
2023-01-22,1,1,0,25.0,143.0,13,0,0,0,0,58.0,0,0,0,0,0
2023-01-23,0,1,0,13.0,85.0,10,0,0,1,0,36.0,0,0,0,0,0
2023-01-24,0,1,0,15.0,110.0,15,0,0,1,0,29.0,0,0,0,0,0
2023-01-25,0,1,0,22.0,123.0,14,0,0,0,0,48.0,0,0,0,0,0
2023-01-26,1,1,0,30.0,167.0,15,0,0,0,0,48.0,0,0,1,0,0
2023-01-27,0,1,0,31.0,195.0,12,0,0,1,0,64.0,0,0,1,0,0
2023-01-28,1,1,0,40.0,229.0,20,0,0,1,0,68.0,0,1,1,0,0
2023-01-29,0,1,0,29.0,155.0,19,0,0,1,0,64.0,0,0,0,0,0
2023-01-30,1,1,0,17.0,83.0,9,0,0,0,0,31.0,0,0,1,0,0
2023-01-31,0,1,0,17.0,108.0,18,0,0,1,0,22.0,0,0,1,0,0
2023-02-01,0,1,0,15.0,95.0,7,0,0,0,0,43.0,0,1,0,0,0
2023-02-02,0,1,0,22.0,139.0,12,0,0,1,0,56.0,0,0,0,0,0
2023-02-03,0,1,0,27.0,199.0,13,0,0,0,0,68.0,0,0,0,0,0
2023-02-04,1,1,0,35.0,215.0,16,0,1,1,0,67.0,0,0,1,0,0
2023-02-05,0,1,0,22.0,150.0,15,0,1,1,0,48.0,0,1,1,0,0
2023-02-06,1,1,0,19.0,100.0,10,0,1,1,0,50.0,1,0,0,0,0
2023-02-07,1,1,0,17.0,109.0,9,0,0,0,0,35.0,1,0,0,0,0
2023-02-08,0,1,0,23.0,123.0,9,0,0,1,0,44.0,1,0,0,0,0
2023-02-09,1,1,0,25.0,167.0,16,0,0,1,0,44.0,1,0,1,0,0
2023-02-10,1,1,1,30.0,192.0,14,0,1,1,1,61.0,1,0,1,0,0
2023-02-11,1,1,0,42.0,243.0,16,0,1,1,0,98.0,1,0,0,0,0
2023-02-12,0,1,0,16.0,131.0,13,0,0,0,1,35.0,0,0,0,0,1
2023-02-13,1,1,0,14.0,103.0,11,0,0,1,0,43.0,0,0,0,0,1
2023-02-14,0,1,0,29.0,165.0,14,0,0,1,0,38.0,1,0,1,0,0
2023-02-15,1,1,0,23.0,135.0,13,0,0,0,0,43.0,1,0,0,0,0
2023-02-16,0,1,0,37.0,176.0,11,0,0,0,0,4.0,0,0,1,0,0
2023-02-17,1,1,0,26.0,208.0,24,0,0,0,0,63.0,0,0,0,0,0
2023-02-18,1,1,0,42.0,247.0,22,0,1,1,0,55.0,0,0,1,0,0
2023-02-19,1,1,0,25.0,163.0,16,0,0,0,0,45.0,0,0,1,0,0
2023-02-20,0,1,1,17.0,91.0,9,0,0,1,0,35.0,0,0,0,0,1
2023-02-21,0,1,0,25.0,118.0,9,0,0,1,0,47.0,0,1,0,0,0
2023-02-22,0,1,0,24.0,141.0,14,0,0,0,0,51.0,0,0,1,0,0
2023-02-23,0,1,0,31.0,161.0,11,0,0,0,0,31.0,0,0,1,0,0
2023-02-24,1,1,0,42.0,210.0,10,0,0,1,0,78.0,0,0,1,0,0
2023-02-25,1,1,0,46.0,224.0,16,0,1,1,0,66.0,0,1,1,0,0
2023-02-26,1,1,0,23.0,135.0,8,0,1,1,0,39.0,0,0,1,0,0
2023-02-27,0,1,0,21.0,115.0,26,0,0,1,0,42.0,0,1,1,0,0
2023-02-28,1,1,0,30.0,130.0,14,0,0,0,0,46.0,0,1,1,0,0
2023-03-01,0,1,0,17.0,118.0,11,0,0,1,0,49.0,0,0,1,0,0
2023-03-02,0,1,0,25.0,160.0,13,0,0,1,0,67.0,1,0,1,0,0
2023-03-03,0,1,0,33.0,197.0,15,0,1,0,0,55.0,0,1,1,0,0
2023-03-04,1,1,0,35.0,216.0,24,0,1,1,0,81.0,0,1,1,0,0
2023-03-05,1,1,0,19.0,146.0,7,0,0,1,0,42.0,0,1,0,0,0
2023-03-06,0,1,0,12.0,76.0,5,0,0,0,0,29.0,0,0,0,0,0
2023-03-07,1,1,0,18.0,98.0,0,0,0,1,0,30.0,0,0,1,0,0
2023-03-08,1,1,0,14.0,129.0,0,0,0,1,0,53.0,0,0,1,0,0
2023-03-09,1,1,0,18.0,129.0,8,0,0,1,0,30.0,0,1,1,0,0
2023-03-10,0,1,0,17.0,157.0,4,0,0,1,0,96.0,0,1,1,0,0
2023-03-11,1,1,0,40.0,212.0,12,0,1,1,0,114.0,1,0,1,0,0
2023-03-12,1,1,0,21.0,134.0,3,0,1,1,0,55.0,0,0,1,0,0
2023-03-13,0,1,0,12.0,70.0,1,0,1,0,0,31.0,0,1,1,0,0
2023-03-14,1,1,0,12.0,80.0,0,0,1,1,0,41.0,0,0,1,0,0
2023-03-15,0,1,1,21.0,116.0,0,0,0,1,0,31.0,1,1,0,0,0
2023-03-16,1,1,0,18.0,123.0,1,0,0,1,0,39.0,1,1,1,0,0
2023-03-17,1,1,0,25.0,146.0,3,0,1,1,0,44.0,0,1,1,0,0
2023-03-18,0,1,0,28.0,180.0,5,0,1,1,0,45.0,0,1,1,0,0
2023-03-19,1,1,0,17.0,117.0,3,0,1,1,0,31.0,0,0,0,0,0
2023-03-20,1,1,0,9.0,67.0,3,0,0,1,0,41.0,0,0,1,0,0
2023-03-21,1,1,0,6.0,72.0,0,0,1,1,0,13.0,0,1,0,0,0
2023-03-22,0,1,0,14.0,86.0,0,0,0,0,0,38.0,0,1,0,0,0
2023-03-23,1,1,0,12.0,115.0,4,0,1,1,0,62.0,0,0,1,0,0
2023-03-24,1,1,1,16.0,136.0,4,0,1,0,0,59.0,0,0,1,0,0
2023-03-25,0,1,0,20.0,164.0,6,0,0,1,0,81.0,0,1,1,0,0
2023-03-26,0,1,0,11.0,101.0,3,0,0,1,0,32.0,0,0,0,0,0
2023-03-27,0,1,0,10.0,64.0,1,0,0,1,0,33.0,0,0,1,0,0
2023-03-28,0,1,0,9.0,61.0,0,0,0,1,0,28.0,0,0,1,0,0
2023-03-29,1,1,0,9.0,86.0,0,0,0,1,0,31.0,0,0,1,0,0
2023-03-30,0,1,0,16.0,112.0,0,0,0,0,0,47.0,0,0,1,1,0
2023-03-31,1,1,1,15.0,119.0,2,0,0,0,0,76.0,0,1,1,0,0
2023-04-01,1,1,0,15.0,127.0,1,0,1,1,0,76.0,0,1,1,1,0
2023-04-02,1,1,0,11.0,83.0,1,0,0,1,0,52.0,0,1,0,1,0
2023-04-03,1,1,0,9.0,49.0,0,0,0,0,0,32.0,0,0,1,1,0
2023-04-04,1,1,1,6.0,47.0,0,0,0,0,0,30.0,0,1,0,1,0
2023-04-05,0,1,0,5.0,59.0,0,0,0,1,0,37.0,0,0,1,1,0
2023-04-06,0,1,0,9.0,64.0,0,0,0,0,0,43.0,1,0,1,0,0
2023-04-07,1,1,0,9.0,89.0,1,0,0,0,0,65.0,0,1,1,0,0
2023-04-08,0,1,0,10.0,96.0,0,0,0,0,0,60.0,0,0,1,0,0
2023-04-09,1,1,0,9.0,53.0,0,0,0,1,0,30.0,0,0,0,0,0
2023-04-10,0,1,0,9.0,36.0,0,0,1,1,0,22.0,0,0,0,0,0
2023-04-11,0,1,0,7.0,44.0,0,0,0,0,0,34.0,0,0,1,0,0
2023-04-12,0,1,0,6.0,55.0,0,0,0,0,0,39.0,0,0,1,0,0
2023-04-13,0,1,0,11.0,74.0,0,0,0,1,0,59.0,0,1,1,1,0
2023-04-14,0,1,0,10.0,88.0,0,0,0,1,0,64.0,0,0,1,1,0
2023-04-15,0,1,0,15.0,117.0,0,0,1,1,1,84.0,1,1,1,1,0
2023-04-16,0,1,0,10.0,66.0,0,0,1,0,0,42.0,0,0,1,1,0
2023-04-17,0,1,0,8.0,37.0,0,0,0,0,0,25.0,1,0,0,0,0
2023-04-18,0,1,0,6.0,50.0,0,0,0,0,0,36.0,0,0,1,1,0
2023-04-19,1,1,1,9.0,58.0,0,0,0,0,0,39.0,0,0,1,1,0
2023-04-20,1,1,0,12.0,73.0,0,0,1,0,0,42.0,0,1,1,1,0
2023-04-21,0,1,0,8.0,92.0,0,0,0,1,0,64.0,0,0,1,1,0
2023-04-22,1,1,0,13.0,122.0,1,0,1,1,1,88.0,0,0,1,1,0
2023-04-23,0,1,0,9.0,81.0,0,0,1,1,0,65.0,0,0,0,1,0
2023-04-24,0,1,0,9.0,35.0,0,0,0,1,0,22.0,0,0,0,0,0
2023-04-25,0,1,0,6.0,42.0,0,0,0,1,0,33.0,0,1,1,1,0
2023-04-26,0,1,0,5.0,56.0,0,0,1,0,0,41.0,0,1,1,0,0
2023-04-27,1,1,0,10.0,62.0,0,0,1,1,1,45.0,0,0,1,0,0
2023-04-28,0,1,0,8.0,89.0,0,0,0,1,0,67.0,1,0,1,0,0
2023-04-29,0,1,0,10.0,101.0,2,0,1,1,1,73.0,0,1,1,0,0
2023-04-30,0,1,0,9.0,56.0,0,0,0,1,0,43.0,0,1,1,0,0
2023-05-01,0,1,0,4.0,26.0,1,0,0,0,0,16.0,0,0,1,1,0
2023-05-02,0,1,1,3.0,28.0,0,0,0,1,0,20.0,0,1,1,1,0
2023-05-03,0,1,1,2.0,41.0,0,0,0,0,0,27.0,0,1,1,1,0
2023-05-04,0,1,0,4.0,43.0,0,0,0,0,0,32.0,1,1,1,0,0
2023-05-05,1,1,0,4.0,66.0,0,0,0,1,0,49.0,1,1,1,0,0
2023-05-06,0,1,0,6.0,80.0,1,0,0,1,1,61.0,1,1,1,0,0
2023-05-07,0,1,0,4.0,47.0,2,0,0,0,0,31.0,0,0,0,0,0
2023-05-08,0,1,0,3.0,24.0,0,0,0,1,0,16.0,0,1,0,1,0
2023-05-09,0,1,0,3.0,28.0,0,0,0,1,0,20.0,0,1,1,1,0
2023-05-10,0,1,0,3.0,45.0,1,0,0,1,0,30.0,0,1,1,1,0
2023-05-11,1,1,0,3.0,56.0,0,0,0,0,0,41.0,0,1,1,1,0
2023-05-12,0,1,0,2.0,59.0,0,0,0,0,0,44.0,0,0,1,1,0
2023-05-13,1,1,1,2.0,69.0,1,0,0,0,1,48.0,0,1,1,1,0
2023-05-14,0,1,0,4.0,40.0,3,0,0,0,0,25.0,0,0,1,1,0
2023-05-15,0,1,0,4.0,21.0,1,0,0,1,0,15.0,0,0,0,0,0
2023-05-16,0,1,0,2.0,25.0,0,0,1,0,0,20.0,0,0,0,0,0
2023-05-17,0,1,0,2.0,38.0,1,0,0,0,0,27.0,0,0,0,0,0
2023-05-18,0,1,0,3.0,39.0,1,0,0,0,0,30.0,0,0,1,0,0
2023-05-19,0,1,0,4.0,62.0,1,0,0,1,1,49.0,0,1,1,0,0
2023-05-20,0,1,0,4.0,80.0,0,1,1,0,1,61.0,1,1,1,0,0
2023-05-21,1,1,0,3.0,49.0,1,1,1,0,0,33.0,0,0,0,0,0
2023-05-22,0,0,0,3.0,19.0,1,0,1,0,0,14.0,0,0,0,0,0
2023-05-23,0,1,0,2.0,28.0,0,0,0,0,0,21.0,0,0,0,1,0
2023-05-24,1,1,0,2.0,30.0,0,0,0,0,0,19.0,0,0,1,1,0
2023-05-25,0,1,0,4.0,29.0,2,0,0,0,0,15.0,0,0,1,1,0
2023-05-26,1,1,0,2.0,37.0,0,0,0,0,1,19.0,0,0,1,1,0
2023-05-27,1,1,0,2.0,44.0,0,0,1,0,1,24.0,0,0,1,1,0
2023-05-28,0,1,0,3.0,34.0,0,0,0,1,1,20.0,0,1,0,1,0
2023-05-29,0,1,0,3.0,11.0,0,0,0,0,0,6.0,0,0,0,0,1
2023-05-30,0,1,0,4.0,19.0,0,0,0,1,0,13.0,0,0,0,0,0
2023-05-31,0,1,0,3.0,29.0,0,0,0,1,0,21.0,1,1,1,0,0
2023-06-01,0,1,0,3.0,26.0,0,0,0,0,0,17.0,1,1,0,0,0
