Date,Ridership,Crime,temp,precip,Daily_CPI,New York State Average ($/gal)
10/22/22,2430406,1437,57.5,0,0.005556712,3.66
10/23/22,1740520,1411,57.9,0.018,0.005667707,3.66
10/24/22,3357840,1435,57.7,0.32,0.005778703,3.68
10/25/22,3712582,1527,64.4,0.132,0.005889698,3.68
10/26/22,3794534,1687,66.1,0.003,0.006000694,3.68
10/27/22,3892985,1568,60.1,0,0.006111689,3.68
10/28/22,3624748,1600,51,0,0.006222685,3.68
10/29/22,2440601,1490,50.8,0,0.00633368,3.68
10/30/22,1875953,1492,53.5,0,0.006444676,3.68
10/31/22,3410892,1483,58.2,0.011,0.006555671,3.74
11/1/22,3706707,1565,62.4,0.158,0.006666667,3.74
11/2/22,3788123,1708,62.1,0,0.006659498,3.74
11/3/22,3802455,1578,58.7,0,0.00665233,3.74
11/4/22,3586358,1666,60.6,0,0.006645161,3.74
11/5/22,2449943,1496,68.2,0,0.006637993,3.74
11/6/22,2116063,1380,69.3,0.003,0.006630824,3.74
11/7/22,3456868,1533,70.1,0.005,0.006623656,3.85
11/8/22,3431700,1448,52.2,0,0.006616487,3.85
11/9/22,3772030,1523,47.1,0,0.006609319,3.85
11/10/22,3802230,1503,56.5,0,0.006602151,3.85
11/11/22,2994708,1415,63.6,0.893,0.006594982,3.85
11/12/22,2431419,1455,66.4,0.073,0.006587814,3.85
11/13/22,1794024,1308,50.8,0.035,0.006580645,3.85
11/14/22,3401075,1453,41,0,0.006573477,3.9
11/15/22,3713627,1372,40.5,0.407,0.006566308,3.9
11/16/22,3751773,1545,44.5,0.378,0.00655914,3.9
11/17/22,3797815,1453,40.7,0,0.006551971,3.9
11/18/22,3539202,1482,39.1,0,0.006544803,3.9
11/19/22,2323449,1344,36.2,0,0.006537634,3.9
11/20/22,1721187,1276,34.6,0,0.006530466,3.9
11/21/22,3363626,1331,34.8,0,0.006523297,3.88
11/22/22,3548882,1447,44.3,0,0.006516129,3.88
11/23/22,3263998,1494,48.4,0,0.006508961,3.88
11/24/22,1382266,1068,46.7,0,0.006501792,3.88
11/25/22,2058658,1460,49.8,0.018,0.006494624,3.88
11/26/22,1999608,1385,49.3,0,0.006487455,3.88
11/27/22,1476228,1216,52.4,0.677,0.006480287,3.88
11/28/22,3265971,1385,50.3,0,0.006473118,3.81
11/29/22,3596894,1440,40.4,0,0.00646595,3.81
11/30/22,3568413,1421,49.1,0.397,0.006458781,3.81
12/1/22,3770495,1475,39.3,0,0.006451613,3.81
12/2/22,3600504,1433,38.9,0,0.007075963,3.81
12/3/22,2291687,1365,52.8,0.469,0.007700312,3.81
12/4/22,1990479,1254,41.9,0,0.008324662,3.81
12/5/22,3481640,1334,41.8,0,0.008949011,3.74
12/6/22,3753299,1301,51.3,0.73,0.009573361,3.74
12/7/22,3835333,1466,57,0.441,0.010197711,3.74
12/8/22,3931499,1404,50.3,0,0.01082206,3.74
12/9/22,3710928,1462,39.6,0,0.01144641,3.74
12/10/22,2663493,1365,36,0,0.01207076,3.74
12/11/22,1865579,1142,37.3,0.291,0.012695109,3.74
12/12/22,3466978,1328,33.6,0.021,0.013319459,3.64
12/13/22,3763568,1278,31.9,0,0.013943809,3.64
12/14/22,3777173,1434,34.2,0,0.014568158,3.64
12/15/22,3726154,1274,38,0.5,0.015192508,3.64
12/16/22,3270016,1323,41.8,0.806,0.015816857,3.64
12/17/22,2577771,1329,40.4,0,0.016441207,3.64
12/18/22,1967199,1183,36.2,0,0.017065557,3.64
12/19/22,3381411,1197,34.1,0,0.017689906,3.53
12/20/22,3586084,1202,34.4,0,0.018314256,3.53
12/21/22,3563236,1228,33.9,0,0.018938606,3.53
12/22/22,3187083,1246,40.2,0.211,0.019562955,3.53
12/23/22,2738016,1124,37.9,1.103,0.020187305,3.53
12/24/22,1411469,922,11.1,0,0.020811655,3.53
12/25/22,1008452,848,20.8,0,0.021436004,3.53
12/26/22,1812842,972,24.2,0,0.022060354,3.45
12/27/22,2729514,1130,31.6,0,0.022684703,3.45
12/28/22,2947028,1173,40.1,0,0.023309053,3.45
12/29/22,3039432,1158,45.3,0,0.023933403,3.45
12/30/22,3063480,1140,51.4,0,0.024557752,3.45
12/31/22,1927101,868,51,0.272,0.025182102,3.45
